course_id,course_name,participants,num_reviews,price,revenue,satisfaction
2864860,Microsoft Certified: Data Analyst Associate with Power BI,31855,1372,455.0,14494025.0,4.42
1303866,"Learn Risk Analysis, Evaluation & Assessment - from A to Z",4936,1350,455.0,2245880.0,4.27
1416430,GDPR - in a nutshell,3660,1347,455.0,1665300.0,4.32
1361318,"Presentation Skills: Give More Powerful, Memorable Talks",4839,1341,12800.0,61939200.0,4.5
502772,The Complete Value Investing Course (Updated 2020),8251,1337,455.0,3754205.0,4.3
179174,How To Write A Business Plan & A Winning Business Strategy,22026,1335,455.0,10021830.0,4.48
338184,Start & Run a Successful and Profitable SEO Business in 2020,18065,1335,455.0,8219575.0,4.54
1031662,Shopify Tyrant: How To Start An Ecommerce Biz From Scratch,38082,1332,455.0,17327310.0,3.9
920604,Introduction to Financial Modeling for Beginners,16789,1330,455.0,7638995.0,4.38
144228,Become Better and Funnier at Public Speaking,15095,1330,455.0,6868225.0,4.5
936754,Certified Six Sigma Black Belt Training,7138,1321,3200.0,22841600.0,4.55
794306,"Data Analytics: SQL for newbs, beginners and marketers",6902,1313,455.0,3140410.0,4.52
1215660,How to build an ecommerce store with wordpress & woocommerce,15887,1309,455.0,7228585.0,4.45
1249064,49 Charts in Tableau 2020 -  Basic to Intermediate,13070,1297,455.0,5946850.0,4.55
1712920,Alteryx Masterclass - crash course in alteryx for beginners,3910,1293,455.0,1779050.0,4.53
379702,Become QlikView Developer from Scratch,5997,1291,960.0,5757120.0,4.03
1241574,ISO 31000 - Enterprise Risk Management for the Professional,4137,1297,481.0,1989897.0,4.44
833052,Productivity Hacks for Writers (Writing Mastery),7139,1284,455.0,3248245.0,4.47
176722,U.S. Residential Mortgage Business,4088,1284,462.0,1888656.0,4.43
2215064,The Essential Guide for Effective Managers,3995,1281,455.0,1817725.0,4.44
994402,Dan Rather on Journalism & Finding the Truth in the News,6725,1280,455.0,3059875.0,4.67
206886,"Public Speaking & Communicating: Skip Theory, Master the Art",10180,1284,455.0,4631900.0,4.48
292038,Quality Management for Business Excellence,6117,1280,455.0,2783235.0,4.49
1426954,Lean Management: Reduce waste and boost efficiency,16968,1278,455.0,7720440.0,4.35
1349394,Company Valuation & Financial Modeling,6457,1276,455.0,2937935.0,4.27
1095296,ISO 14001:2015 Environmental management system,3468,1274,455.0,1577940.0,4.32
855172,Invest in Stocks Like a Pro Investor by a Pro Investor!,16753,1267,455.0,7622615.0,4.52
585064,Culture | How to be a Great Coach,3150,1264,455.0,1433250.0,4.34
1203914,Google Analytics Reports and Dashboards with Data Studio,4365,1257,455.0,1986075.0,4.47
387884,Transcription Skills - Learn Beginning to Advanced Skills,6124,1256,455.0,2786420.0,4.37
1040480,Alteryx: Self-Service Analytics In Your Hands,4542,1257,468.0,2125656.0,4.45
777444,Finance for the Real World - Corporate Finance 101,17026,1249,455.0,7746830.0,4.29
2752048,Data Warehouse Fundamentals for Beginners,5839,1249,455.0,2656745.0,4.42
43441,"Master ""Technical Analysis and Chart reading skills"" Bundle",7283,1243,6400.0,46611200.0,4.03
519050,Smart Marketing with Price Psychology,8590,1241,455.0,3908450.0,4.4
920672,Start a Successful Social Media Marketing Agency from Home,5866,1240,468.0,2745288.0,4.16
1736080,Forex Trading Price Action: Advanced Swing Trading Strategy,5262,1237,455.0,2394210.0,4.61
827314,Develop Blockbuster Story Ideas that Sell! (Writing Mastery),6031,1234,455.0,2744105.0,4.71
547072,Customer Service: Keep 'em coming back!,3889,1234,455.0,1769495.0,4.35
386922,Seeing the Big Picture: Understanding Financial Statements,4280,1231,3200.0,13696000.0,4.38
529424,How to Become a Financial Analyst from Scratch!,20439,1230,455.0,9299745.0,4.13
172426,How To Validate Any Business Idea,45936,1229,455.0,20900880.0,4.15
687726,Six Sigma Statistics Using Minitab 17,5783,1231,455.0,2631265.0,4.49
383708,ISO 9001:2015 Transition Training Course,4120,1227,488.0,2010560.0,4.42
2266662,CHANGE MANAGEMENT FOR ORGANIZATIONS: Drive Strategic Results,3649,1226,455.0,1660295.0,4.39
1410180,The Practical BPMN 2.0 Master Class,4645,1226,455.0,2113475.0,4.53
437658,Start & Run a Local Viral Email Marketing Home Business,9979,1204,455.0,4540445.0,4.68
911024,Manage Diversity,2157,1207,455.0,981435.0,4.41
1337472,Change Management: Real World Strategies & Tools,5139,1202,455.0,2338245.0,4.31
120978,Customer Success | How to Exceed Your Customers Expectations,4731,1208,455.0,2152605.0,4.33
691870,Statistics with R - Beginner Level,86130,1197,455.0,39189150.0,4.28
1266526,"Master your Decision-Making, and Critical Thinking Skills !",5187,1203,455.0,2360085.0,4.41
48044,Designing Gamification Level 1 (Basic) + Certification,28018,1192,462.0,12944316.0,4.2
1309804,Understanding Personality Types at Work,5662,1192,455.0,2576210.0,4.36
375594,Financial Management A Complete Study for CA/CMA/CS/CFA/ACCA,10673,1185,481.0,5133713.0,4.34
1957510,UiPath RPA - Level 2,7992,1184,455.0,3636360.0,4.46
1331600,Jack's eBay Drop Shipping Companion Course Updated 2019,5286,1171,455.0,2405130.0,4.75
591194,Land Your First Business Analyst Position,6012,1174,468.0,2813616.0,4.44
1790358,Digital Marketing Automation: Save Time and Get More Done,85960,1168,455.0,39111800.0,4.16
97338,Forex Basics,25930,1168,455.0,11798150.0,4.19
1397566,Communication Skills every Manager should Master,4379,1173,507.0,2220153.0,4.42
260066,Banking Credit Analysis Process (for Bankers),5691,1166,507.0,2885337.0,4.46
816662,Intro to Analyzing Rental Income Properties,19859,1159,455.0,9035845.0,4.44
1568998,Leadership: Growth Mindset for Leadership and Organizations,4517,1153,455.0,2055235.0,4.39
1379786,Leading Effective Meetings,16302,1156,455.0,7417410.0,4.29
1070642,Fire Starter Sessions Video Workshop with Danielle LaPorte,10064,1148,455.0,4579120.0,4.76
656720,Scrum Master Training : Case Studies and Confessions,59838,1139,455.0,27226290.0,4.31
1389870,"Accelerate Innovation & Creativity, a Research based Guide !",3582,1142,455.0,1629810.0,4.26
850598,Primavera P6 Advanced Training,4100,1136,455.0,1865500.0,4.19
1495884,Six Sigma Green Belt Masterclass (includes a GB Case Study),5921,1144,455.0,2694055.0,4.61
972044,"Mergers & Acquisitions - M&A, Valuation & Selling a Company",5375,1133,455.0,2445625.0,4.48
1596446,Conduct a Strategy Analysis using Business Analysis,8581,1134,455.0,3904355.0,4.63
950710,How To Get More Done In 3 Hours Than Most Do In 3 Days,26990,1128,455.0,12280450.0,4.35
873482,Learning Business Contracts for Beginners,5144,1130,455.0,2340520.0,4.47
1129858,Assert Yourself - Master the benefits of assertive behaviour,4773,1127,455.0,2171715.0,3.94
1364478,Adsense Masterclass - 2020,41120,1123,455.0,18709600.0,2.55
1184840,Power BI Essentials: Introduction to Microsoft Power BI,7623,1119,455.0,3468465.0,4.38
1311400,CPA Marketing Mastery & Innovation,24993,1119,455.0,11371815.0,4.11
1493516,Crypto Trading 101: Buy Sell Trade Cryptocurrency for Profit,24952,1118,455.0,11353160.0,4.61
1434698,[2020] Negotiating: Learn Negotiation Skills in 70 Minutes!,3563,1120,462.0,1646106.0,4.37
513930,How to be an Expert in the Oil & Gas Industry,5773,1116,455.0,2626715.0,4.08
2326502,People Analytics 101 : HR Analytics Fundamentals,3676,1110,455.0,1672580.0,4.06
672842,Reverse Engineer Riveting Fiction & Write Best Selling Books,5722,1103,455.0,2603510.0,4.35
408556,The Art of Communications - Become A Master Communicator,9044,1104,455.0,4115020.0,4.51
1924560,"Blockchain applications in Food Safety, Healthcare & Pharma",2855,1100,455.0,1299025.0,4.37
1323630,Tableau Expert: Top Visualization Techniques in Tableau 10,9842,1088,481.0,4734002.0,4.41
1332152,3-Step Writing System: Blogging & Writing Secrets [2020],7327,1091,455.0,3333785.0,4.19
567564,Kanban: Productivity & Efficiency for Agile Lean Project,35258,1086,462.0,16289196.0,3.94
1454888,Your Guide to the Pharmaceutical Industry,2943,1085,468.0,1377324.0,4.41
370474,Excel Dashboards and Data Analysis Masterclass,8181,1085,455.0,3722355.0,4.46
312042,Recruitment Interviewing Essentials: Interviewing Made Easy,3990,1067,455.0,1815450.0,4.34
968248,Anti Money Laundering & Countering of Terrorist Financing,1957,1065,481.0,941317.0,4.12
343768,"Real Estate Investing: Learn to Fix & Flip , Step by Step!",8242,1063,455.0,3750110.0,4.5
1484479,"HR,HR Analytics,HR Courses,  Human Resource Management, AUG",9236,1065,468.0,4322448.0,3.95
1397390,Cold Calling for B2B Sales: How to Prospect over the Phone,3883,1062,455.0,1766765.0,4.45
2105458,Tax Preparation and Law 2019 2020 - Income Tax,7797,1062,455.0,3547635.0,4.41
38545,Minute Taking at Meetings,3747,1059,455.0,1704885.0,4.22
2151006,Customer Experience Management (CX): MASTERCLASS 2020,4015,1061,455.0,1826825.0,4.54
509344,Building a Digital Business Strategy,3925,1058,455.0,1785875.0,4.21
120976,Customer Success | How to Put Your Customers First,3522,1058,455.0,1602510.0,4.4
1454806,Business Presentation in PowerPoint,4639,1052,455.0,2110745.0,4.39
777248,Become an Excel Power User in 2.5 Hours,2772,1049,455.0,1261260.0,4.46
2554557,Advanced SQL + MySQL for Analytics & Business Intelligence,17807,1049,455.0,8102185.0,4.69
341502,SPSS For Research,26889,1045,462.0,12422718.0,4.35
2269982,The Complete WordPress Website & SEO Training Masterclass,6067,1044,455.0,2760485.0,4.59
3208141,Ally Up: Using allyship to advance diversity & inclusion,2306,1040,12800.0,29516800.0,4.54
1777078,QlikSense Visualizations Masterclass,3159,1033,2080.0,6570720.0,4.45
208354,The Complete Guide To Multifamily Real Estate Investing,5944,1033,455.0,2704520.0,4.69
2615622,Mastering Conflict Management and Resolution at Work,2861,1029,12160.0,34789760.0,4.42
279292,How to Become a Workplace Coach: The Fundamentals,2918,1025,455.0,1327690.0,4.34
2072360,"Algorithmic Trading: Backtest, Optimize & Automate in Python",6475,1018,455.0,2946125.0,4.52
1209988,"Drawing for Meetings, Presentations and Trainings",6926,1016,455.0,3151330.0,4.48
640026,Customer | How to Build a Customer Service Strategy,2585,1015,455.0,1176175.0,4.34
1631588,10 Shopify Dropshipping Strategies That Make Me 6-Figures,5593,1011,455.0,2544815.0,4.71
281672,Agile PM 301 - Mastering Agile Project Management,6351,1008,2720.0,17274720.0,4.33
1329850,How to Motivate Employees (So That Productivity Increases)!,51784,1003,455.0,23561720.0,4.47
453010,Project Management Fundamentals: Crash Course for Beginners,10092,1004,455.0,4591860.0,4.42
1472580,Financial modeling | Project Finance & Infrastructure,4074,1002,1920.0,7822080.0,4.27
1838188,Splunk 2020 - Beginner to Architect,5810,1003,2240.0,13014400.0,4.4
1337450,Conflict Management at Work: Real World Strategies & Tools,3476,999,455.0,1581580.0,4.31
1347730,The Agile Certified Practitioner Training Program (PMI-ACP),6628,992,455.0,3015740.0,4.14
1170626,Start Trading Stocks Using Technical Analysis! Part 2,5963,991,455.0,2713165.0,4.57
1513970,Procurement Management,2974,991,455.0,1353170.0,4.2
960698,Complete Health and Safety Auditor Course. OHSAS 18001.,2612,988,455.0,1188460.0,4.41
1505192,Digital Transformation and Industry 4.0,4710,986,455.0,2143050.0,4.24
1395094,All You Need to Know About ServiceNow Administration,3256,980,455.0,1481480.0,4.3
1189148,Growth Team Management - How to Build a Growth Team,8334,980,455.0,3791970.0,4.32
1583112,Introduction to Learning and Development (HR),3349,983,455.0,1523795.0,4.46
772744,People Skills. How people tick & how to read them instantly!,3291,976,455.0,1497405.0,4.39
1282672,Shopify Dropship Mastery [Build Your Own Dropshipping Store],34276,970,455.0,15595580.0,4.17
1669668,The Real Estate Pro Forma Modeling Master Class,6981,968,455.0,3176355.0,4.76
2266510,Project Management: Getting Started and Beyond,4451,970,455.0,2025205.0,4.56
378398,Managerial (Cost) Accounting For Beginners,5278,967,455.0,2401490.0,4.4
75742,Entrepreneurship and Business Life Coach Certification,7861,967,455.0,3576755.0,4.55
1255050,The Complete Crowdfunding Course for Kickstarter & Indiegogo,6738,965,455.0,3065790.0,4.69
1574798,Accounting–Financial Accounting Total-Beginners to Advanced,61905,962,455.0,28166775.0,4.4
1464064,QlikSense Data Architect Masterclass,3472,962,3200.0,11110400.0,4.37
511852,Economics: Macroeconomics 101 for Managers and Executives,12835,954,455.0,5839925.0,4.19
2232500,HR Analytics - Analytics in Talent Management,3232,951,455.0,1470560.0,4.17
318332,The Legal Implications of Social Media in the Workplace,2288,948,455.0,1041040.0,4.51
632782,Best Practices in Document Management,3009,952,455.0,1369095.0,4.26
1473376,Monetize your Instagram as an Instagram Influencer 2020,6011,940,455.0,2735005.0,4.3
1652094,Introduction to Human Resource Concepts,3238,947,455.0,1473290.0,4.5
1554244,Investment Banking: Private Equity 101,5551,940,494.0,2742194.0,4.42
543242,Learn to Trade The News,5080,935,12800.0,65024000.0,4.5
1856136,Process Flowcharts & Process Mapping - The Advanced Guide,6519,935,455.0,2966145.0,4.57
