course_id,course_name,participants,num_reviews,price,revenue,satisfaction,program_cost,ROI,subject,revenue_per_participant
632738,Better Business Writing Skills,21249,5474,5.0,106351.24,4.46,72062.93413252693,0.47581057141547073,Software- & Systementwicklung,5.0049997646948094
1400386,Cryptocurrency Trading Course 2020: Achieve Wins Daily!,19352,5350,5.0,96856.76,4.39,66971.63723851879,0.4462355109379461,Big Data & KI,5.005
540450,Complete Introduction to Business Data Analysis,16937,4903,5.0,84769.68,4.5,50459.63203177381,0.679950419508045,Big Data & KI,5.004999704788333
335610,Writing With Confidence: Writing Beginner To Writing Pro,35638,4857,5.29,188560.66,4.4,80919.39079031639,1.3302283687306877,Software- & Systementwicklung,5.291000056119872
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,25454,4811,5.0,127397.27,4.4,58023.68241987459,1.1956081497571962,Big Data & KI,5.005
404944,Innovation Master Class,14661,4763,5.0,73378.3,4.37,48191.957443881474,0.5226254315452428,Innovationsmanagement,5.004999658959144
1361726,"Security Awareness Training, Internet Security for Employees",15327,4733,5.0,76711.63,4.37,39226.90773694417,0.955586979081516,Software- & Systementwicklung,5.0049996737783005
1399954,Six Sigma Green Belt (With Excel Application) BKO Accredited,14692,4554,5.0,73533.46,4.43,29678.21850439796,1.4776911723695014,Qualitätssicherung,5.005000000000001
1173030,Conflict Management with Emotional Intelligence,17167,4508,5.0,85920.84,4.37,49480.032630140784,0.7364750068426851,Software- & Systementwicklung,5.00500029125648
301456,Certified Six Sigma Yellow Belt Training,15562,4466,17.6,273891.2,4.53,147033.0597397274,0.8627865085908726,Qualitätssicherung,17.6
430604,12 Strategies for Dealing With Difficult People,9995,4132,5.0,50024.98,4.38,32244.897535598382,0.5514076279750122,Software- & Systementwicklung,5.005000500250126
943842,Business Analyst: Software Testing Processes & Techniques,17839,3869,5.0,89284.2,4.4,37294.227629060995,1.3940487758064348,Software- & Systementwicklung,5.0050002802847695
1494648,Risk Management for Cybersecurity and IT Managers,10964,3868,5.0,54874.82,4.53,30406.075071396794,0.8047321093284127,Software- & Systementwicklung,5.005
677348,Supply Chain Fundamentals:  Understanding the Basics,12904,3845,5.0,64584.52,4.44,28115.998615081375,1.2970736655733428,Logistik & SCM,5.005
1476730,"Lean Leadership Skills, Lean Culture & Lean Management",13754,3824,5.0,68838.77,4.48,30164.019215815068,1.2821484599740498,Fertigungstechnik,5.005
1449746,Business Development & B2B Sales for Startups- Sales Valley,17226,3742,5.0,86216.13,4.52,57092.290304137634,0.5101186086723112,Software- & Systementwicklung,5.005
1039210,Lean Management For All Sectors (Dutch BKO Accredited),12864,3672,5.0,64384.32,4.55,31432.794807796938,1.0483167466874246,Fertigungstechnik,5.005
1139966,ISO/IEC 27001. Information Security Management System.,12506,3657,5.0,62592.53,4.36,41106.77762158972,0.522681504646225,Qualitätssicherung,5.005
1137208,The Foundations of Fiction (Writing Mastery),21310,3587,5.0,106656.55,4.51,64239.09934567907,0.6603058119801313,Software- & Systementwicklung,5.005
260470,Forex Robots: Automate Your Trading - Forex Robot Included!,28811,3586,5.0,144199.06,4.65,62402.08447234844,1.3108051793349524,Fertigungstechnik,5.005000173544826
945766,Innovative Growth Strategy: A Beginner's Guide,6153,3589,5.0,30795.76,4.4,13116.366835875066,1.3478879773146755,Innovationsmanagement,5.0049991873882655
1059196,Business Skills: Email Etiquette Rules Everyone Should Know,11653,3430,5.0,58323.26,4.4,38629.42758925633,0.5098142436938659,Big Data & KI,5.004999570925942
909996,Navigate Diversity,7453,3422,5.0,37302.26,4.37,21370.893666521762,0.7454702916067226,Software- & Systementwicklung,5.00499932912921
646076,Agile Project Management: Scrum Step by Step with Examples,83126,3348,5.29,439819.67,4.13,294309.8259342479,0.4944104180139081,Software- & Systementwicklung,5.291000048119722
1630412,Blockchain for Business 2020: The New Industrial Revolution,15542,3339,5.0,77787.71,4.45,54303.027570624654,0.4324746423913838,Big Data & KI,5.005000000000001
314744,Lean Six Sigma Green Belt Online Course (2020),13530,3328,5.37,72629.04,4.29,35372.28743589904,1.0532751841852723,Fertigungstechnik,5.367999999999999
963844,Editing Mastery: How To Edit Writing To Perfection,24847,3305,5.0,124359.24,4.53,56564.79719184373,1.1985271082688826,Software- & Systementwicklung,5.005000201231537
481434,"Communicate for Business: Write, Email, Close the Loop",13712,3290,5.0,68628.56,4.3,38777.01791222038,0.7698256259765675,Software- & Systementwicklung,5.005
912902,Six Sigma White Belt: Learn Six Sigma & Grow Your Potential,10924,3242,5.0,54674.62,4.4,34291.01541280706,0.594429891964647,Qualitätssicherung,5.005
507714,Certificate in Qlik Sense Analytics Development,13004,3058,5.0,65085.02,4.43,45358.13051557283,0.43491407737041365,Software- & Systementwicklung,5.005
953294,"The Basics of Blockchain: Ethereum, Bitcoin, & More",9522,3048,5.0,47657.61,4.42,31385.698097415465,0.5184498956205944,Software- & Systementwicklung,5.005
821278,"INTERVIEW TRAINING: Ask Better Questions, Hire Better People",7182,2949,5.0,35945.91,4.47,20024.51052936088,0.7950955628750286,Big Data & KI,5.005000000000001
969140,Learn about Content Writing,25334,2935,14.08,356702.72,3.69,232743.7260335594,0.5325986486465671,Software- & Systementwicklung,14.079999999999998
1661222,[BESTSELLER]™ Python Data Analysis & Visualization Bootcamp,5495,2935,17.6,96712.0,4.52,40287.854077464144,1.4005249774298076,Big Data & KI,17.6
1049210,ISO 9001:2015 Quality Management System Auditor Course,8502,2909,5.0,42552.51,4.26,27831.162012751898,0.5289519704747851,Qualitätssicherung,5.005
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,20072,2895,5.0,100460.36,4.54,54010.46576448017,0.8600165463869685,Fertigungstechnik,5.005
2124810,Think Strategically and Make Your Ideas a Reality,5302,2885,14.08,74652.16,4.39,34809.16781203165,1.1446120287367738,Software- & Systementwicklung,14.08
470846,Report Writing Made Simple,8832,2810,5.0,44204.16,4.25,27979.467796216857,0.5798785138428155,Software- & Systementwicklung,5.005000000000001
1721168,"PMP Exam Cram Session - PMBOK Guide, 6th Edition",12236,2764,5.0,61241.18,4.6,27747.24829820955,1.207108227158933,Software- & Systementwicklung,5.005
1294188,Apache Kafka Series - Kafka Streams for Data Processing,21961,2713,5.0,109914.8,4.56,57094.92141745091,0.9251239387187393,Big Data & KI,5.004999772323665
627540,Options Trading - How to Win with Weekly Options,14527,2686,5.0,72707.63,4.11,34480.806176913495,1.1086406630678243,Software- & Systementwicklung,5.004999655813314
1479112,Identify & Define the Problem with Business Analysis,12207,2654,5.0,61096.04,4.52,42002.51903403209,0.45458037767919557,Software- & Systementwicklung,5.005000409601049
1240964,"Microsoft Dynamics 365 (CRM, NAV, AX) Intro Training Course",14265,2578,6.01,85675.59,4.37,43451.11778580582,0.9717695278253036,Big Data & KI,6.005999999999999
1393266,Lead Generation Machine: Cold Email B2B Sales Master Course,14164,2560,5.0,70890.82,4.39,45928.46992025603,0.5435049354591002,Big Data & KI,5.005000000000001
1426364,Sales Machine: The Sales Training B2B Master Course,13359,2513,5.0,66861.8,4.46,32048.359740666223,1.0862783787077546,Big Data & KI,5.005000374279512
1327004,Develop Amazing Social Skills & Connect With People,16397,2460,5.0,82066.98,4.41,38591.36447013749,1.1265633160886166,Software- & Systementwicklung,5.004999695066171
540270,Taming Big Data with MapReduce and Hadoop - Hands On!,20213,2435,5.0,101166.06,4.44,50071.52434706791,1.0204309998388152,Software- & Systementwicklung,5.004999752634443
1434700,[2020] Recruiting: Talent Acquisition & Hiring (Version 2),6806,2432,5.0,34064.03,4.36,16346.922376010962,1.0838191566865711,Software- & Systementwicklung,5.005
170840,How to Write the Ultimate 1 Page Strategic Business Plan,58044,2403,5.0,290510.22,4.43,124248.64432205884,1.3381359336765288,Software- & Systementwicklung,5.005
1411696,Digital Diversity/Cyber-Citizen/Cross Cultural Communication,4122,2355,5.0,20630.61,4.35,11358.357815375297,0.8163373909627388,Software- & Systementwicklung,5.005
936952,"Logistics and Supply Chains - Fundamentals,Design,Operations",12535,2324,5.0,62737.68,4.25,42349.18062220854,0.4814378714826757,Logistik & SCM,5.005000398883127
616958,How to come up with killer business ideas: complete workshop,68110,2319,5.0,340890.55,4.4,172060.52685522562,0.9812246087496324,Software- & Systementwicklung,5.005
564552,Operations and Supply Chain Management,7355,2299,5.0,36811.78,4.13,21701.34595260433,0.6962901785168906,Logistik & SCM,5.005000679809653
1123940,Think Like a Leader with Brian Tracy,12113,2268,140.8,1705510.4,4.5,1053769.1218144319,0.6184858378307457,Software- & Systementwicklung,140.79999999999998
2382715,The Complete Tableau Bootcamp for Data Visualization,11736,2243,5.0,58738.68,4.57,28112.25951972174,1.0894329023532507,Big Data & KI,5.005
2105094,"Beginner's Guide to Data & Data Analytics, by SF Data School",6173,2216,5.0,30895.86,4.34,16349.996163970347,0.8896554892216815,Big Data & KI,5.00499919002106
189116,Team Leadership & Management Skills 2020 - LEAN TEAM KATA,14849,2201,5.0,74319.24,4.53,36840.823678948895,1.017306688027894,Fertigungstechnik,5.004999663276989
34268,QMS Auditor / Lead Auditor Course,7119,2183,5.72,40720.68,4.57,28247.0651474647,0.44158976472126926,Software- & Systementwicklung,5.72
1047330,How To Be Hyper Productive When Working From Home Off-Site,6184,2186,5.0,30950.92,4.52,20552.675914075895,0.5059313993659904,Software- & Systementwicklung,5.005
285638,Guide to Stock Trading with Candlestick & Technical Analysis,44208,2149,5.5,243144.0,4.55,149564.08523867888,0.6256843988447057,Software- & Systementwicklung,5.5
1729984,New for 9.2! Part 1 Foundation Certification Training,9774,2148,5.0,48918.87,4.39,24411.9287103231,1.003892055416073,Big Data & KI,5.005
302562,Financial Accounting - #1 Ranked University: Course 1 of 5,20308,2126,5.58,113257.72,4.59,73066.95233540302,0.5500539762505381,Software- & Systementwicklung,5.577000196966713
2412206,Unconscious Bias: Fuel Diversity and Become a Better You,5835,2120,7.7,44929.5,4.33,28231.307642000193,0.591477822060131,Software- & Systementwicklung,7.7
1899124,Recommender Systems and Deep Learning in Python,11762,2113,5.0,58868.81,4.68,27086.635539553736,1.173352608301455,Software- & Systementwicklung,5.005
76978,Understanding and Complying with HIPAA,3834,2101,5.0,19189.17,4.43,11263.050103959316,0.7037276601703477,Software- & Systementwicklung,5.005
982844,How to Create an Empire on Airbnb without Owning a Home,11122,2086,5.0,55665.61,4.35,25571.295872159048,1.176878726768258,Software- & Systementwicklung,5.005
1262388,Project Management with Primavera P6,6671,2087,5.65,37717.83,4.3,21675.260281071813,0.7401327370881705,Software- & Systementwicklung,5.653999400389747
2474716,Credit Risk Modeling in Python 2020,8568,2081,5.0,42882.84,4.53,24172.574689528166,0.7740286482009436,Software- & Systementwicklung,5.005
510548,Defining a Digital Transformation Roadmap,7807,2045,5.0,39074.03,4.2,18997.529139067356,1.05679537133313,Software- & Systementwicklung,5.004999359549123
943442,SAS Programming Complete: Learn SAS and Become a Data Ninja,12507,1948,5.0,62597.54,4.37,29747.71090155628,1.1042809044081825,Software- & Systementwicklung,5.005000399776126
519406,Big Data and Hadoop for Beginners - with Hands-on!,27427,1919,5.15,141194.2,4.14,92648.83682734077,0.5239716421170811,Software- & Systementwicklung,5.1480001458416895
1927274,Write a Bestselling Novel in 15 Steps (Writing Mastery),9750,1908,5.0,48798.75,4.66,29309.75224073086,0.6649321904600025,Software- & Systementwicklung,5.005
380970,The Complete Bitcoin Course: Get .0001 BTC In Your Wallet,27263,1905,5.0,136451.32,4.43,67416.5419434587,1.0240035467028228,Software- & Systementwicklung,5.005000183398746
998942,Counselling Children & Adolescents - ACCREDITED CERTIFICATE,6789,1850,5.21,35397.85,4.35,21940.63532504174,0.6133466271871804,Software- & Systementwicklung,5.214000589188393
292612,Project Management With MS Project - Scheduling Master Class,8803,1843,5.0,44059.02,4.48,28854.512352457896,0.5269369123906523,Software- & Systementwicklung,5.005000567988185
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",12212,1841,5.0,61121.06,4.5,29187.715607981223,1.094067957250028,Software- & Systementwicklung,5.005
1789166,TABLEAU 2018: Hands-On Tableau Training For Data Science!,6425,1793,5.0,32157.12,4.66,14017.149516795751,1.2941269165651985,Big Data & KI,5.004999221789883
1785552,CFA® Level 1 (2020) - Complete Quantitative Methods,10232,1790,5.0,51211.16,4.57,25522.256430968748,1.0065294829441607,Software- & Systementwicklung,5.005000000000001
49886,Business Analysis:  Working with Use Cases,9777,1750,5.0,48933.88,4.55,28879.449187941584,0.6944187432920986,Software- & Systementwicklung,5.004999488595684
1444056,Six Sigma Yellow Belt Masterclass (includes a YB project),7068,1725,5.0,35375.34,4.51,17394.14658857402,1.0337496766433816,Qualitätssicherung,5.005
1289030,Business Continuity Management System. ISO 22301.,4876,1712,5.08,24779.83,4.39,14615.577130180433,0.6954397201894202,Qualitätssicherung,5.081999589827728
2209946,Complete Tableau 2020 Training for Absolute Beginners,22015,1691,5.0,110185.08,4.53,54570.801258328385,1.0191215349469325,Big Data & KI,5.005000227117875
46257,Become a Pharmacy Technician,6752,1667,5.0,33793.76,4.64,19000.990785884653,0.7785262032285452,Gesundheit & Medizin,5.005
2323926,Write Like a Boss: Master Your Business Writing Skills,5890,1673,5.0,29479.45,4.4,16957.4389596931,0.7384376302383298,Software- & Systementwicklung,5.005
1517800,Six Sigma White Belt (Dutch BKO Accredited),4887,1625,5.0,24459.44,4.48,12417.406252591229,0.9697704578921925,Qualitätssicherung,5.00500102312257
2562342,"Diversity, Equity, and Inclusion: A Beginner’s Guide",4450,1596,5.0,22272.25,4.47,14804.539301134708,0.5044203366931467,Software- & Systementwicklung,5.005
357350,Lean Problem-Solving for Team Members and Leaders,6012,1584,5.0,30090.06,4.42,13412.002409178476,1.2435173423028862,Fertigungstechnik,5.005
1119030,Citrix Application and Desktop Virtualization - 7.6,6874,1572,5.0,34404.37,4.37,23498.128025496375,0.46413237525431533,Software- & Systementwicklung,5.005000000000001
200994,Business Development For Startups and Tech Companies,31851,1571,5.0,159414.26,4.11,81545.99185047131,0.9549000065179616,Software- & Systementwicklung,5.005000156980943
1213560,Complete Introduction to Google Data Studio 2020 Edition,7247,1571,5.0,36271.24,4.59,17472.69556789529,1.0758811861087743,Software- & Systementwicklung,5.0050006899406645
614640,Learn how to Build High Quality Affiliate Websites,9068,1565,5.0,45385.34,4.58,27840.212635735068,0.6302080948097502,Qualitätssicherung,5.005
1562686,The Credit Analyst Training course,6688,1551,5.0,33473.44,4.23,21011.072336754052,0.5931333471945597,Software- & Systementwicklung,5.005000000000001
2041462,Robotic Process Automation: RPA Fundamentals + Build a Robot,5322,1542,5.15,27397.66,4.48,15199.263074507733,0.8025650234287653,Fertigungstechnik,5.148000751597144
1322260,Master Business Writing and Editing,6001,1532,5.0,30035.0,4.37,12288.8983349888,1.4440758789976085,Software- & Systementwicklung,5.004999166805533
1627590,ISO 45001. Occupational Health & Safety management system,3149,1504,5.0,15760.74,4.39,6943.608586227879,1.2698197636399366,Gesundheit & Medizin,5.004998412194348
1644756,Algorithmic Trading & Quantitative Analysis Using Python,11241,1499,5.0,56261.2,4.51,24133.99206467866,1.3312015620632096,Software- & Systementwicklung,5.004999555199715
1288468,Supply Chain:  Planning of Resources & Detailed Scheduling,5530,1488,5.0,27677.65,4.57,12840.248256956853,1.155538541476738,Logistik & SCM,5.005
684890,Decision Making: Solve Problems with Emotional Intelligence,7338,1494,5.0,36726.69,4.41,21859.275348343766,0.6801421554343845,Software- & Systementwicklung,5.005
1426514,"Complete, GDPR, GDPR Certification, data protection, privacy",5048,1450,5.21,26320.27,4.17,16158.621363732149,0.6288685406711467,Big Data & KI,5.213999603803487
28903,Novel Writing Workshop,12376,1410,5.0,61941.88,4.6,37817.45639004637,0.6379176685268347,Software- & Systementwicklung,5.005
995036,Tableau 10 Desktop Training,6467,1397,5.0,32367.34,4.63,20170.658000443007,0.604674473152493,Big Data & KI,5.005000773156023
674982,Supply Chain: Inventory Control & Safety Stock Calculation,5230,1365,5.0,26176.15,4.3,12030.427819446568,1.175828689790034,Logistik & SCM,5.005
2864860,Microsoft Certified: Data Analyst Associate with Power BI,31855,1372,5.0,159434.28,4.42,73688.15287175473,1.1636351813225114,Software- & Systementwicklung,5.005000156961231
179174,How To Write A Business Plan & A Winning Business Strategy,22026,1335,5.0,110240.13,4.48,52662.97281406589,1.0933138429009401,Software- & Systementwicklung,5.005
338184,Start & Run a Successful and Profitable SEO Business in 2020,18065,1335,5.0,90415.32,4.54,36651.2261199093,1.4669111942993236,Software- & Systementwicklung,5.0049997232217
936754,Certified Six Sigma Black Belt Training,7138,1321,35.2,251257.6,4.55,137576.83044272417,0.8263075198887017,Qualitätssicherung,35.2
794306,"Data Analytics: SQL for newbs, beginners and marketers",6902,1313,5.0,34544.51,4.52,19702.038892745662,0.7533469600813433,Big Data & KI,5.005
1215660,How to build an ecommerce store with wordpress & woocommerce,15887,1309,5.0,79514.44,4.45,41816.345110229835,0.9015157778709793,Software- & Systementwicklung,5.0050003147227295
1241574,ISO 31000 - Enterprise Risk Management for the Professional,4137,1297,5.29,21888.87,4.44,12994.348238735216,0.6844915649367357,Qualitätssicherung,5.291000725163162
833052,Productivity Hacks for Writers (Writing Mastery),7139,1284,5.0,35730.7,4.47,18581.9525209721,0.9228711277608396,Software- & Systementwicklung,5.005000700378204
292038,Quality Management for Business Excellence,6117,1280,5.0,30615.58,4.49,18476.091285832008,0.6570377103233355,Qualitätssicherung,5.004999182605853
1426954,Lean Management: Reduce waste and boost efficiency,16968,1278,5.0,84924.84,4.35,40010.70149420203,1.1225531377475721,Fertigungstechnik,5.005
1095296,ISO 14001:2015 Environmental management system,3468,1274,5.0,17357.34,4.32,8654.83555785344,1.0055077746971017,Qualitätssicherung,5.005
1203914,Google Analytics Reports and Dashboards with Data Studio,4365,1257,5.0,21846.82,4.47,11921.287808687388,0.832588924166363,Software- & Systementwicklung,5.004998854524628
1040480,Alteryx: Self-Service Analytics In Your Hands,4542,1257,5.15,23382.22,4.45,16264.67139700671,0.4376078943902413,Big Data & KI,5.148000880669309
2752048,Data Warehouse Fundamentals for Beginners,5839,1249,5.0,29224.2,4.42,13821.449672129358,1.114409175104833,Big Data & KI,5.005000856311012
519050,Smart Marketing with Price Psychology,8590,1241,5.0,42992.95,4.4,24530.028169846162,0.7526661487021694,Software- & Systementwicklung,5.005
827314,Develop Blockbuster Story Ideas that Sell! (Writing Mastery),6031,1234,5.0,30185.16,4.71,16287.309368560118,0.8532932184776523,Software- & Systementwicklung,5.005000829049909
687726,Six Sigma Statistics Using Minitab 17,5783,1231,5.0,28943.92,4.49,12804.355419055575,1.260474584837387,Qualitätssicherung,5.005000864603147
383708,ISO 9001:2015 Transition Training Course,4120,1227,5.37,22116.16,4.42,9129.226373530095,1.4225667208916093,Qualitätssicherung,5.368
437658,Start & Run a Local Viral Email Marketing Home Business,9979,1204,5.0,49944.9,4.68,32265.889925895608,0.5479163945177835,Big Data & KI,5.005000501052209
911024,Manage Diversity,2157,1207,5.0,10795.78,4.41,4890.669884571537,1.207423574847518,Software- & Systementwicklung,5.004997681965693
691870,Statistics with R - Beginner Level,86130,1197,5.0,431080.65,4.28,241530.35149293463,0.7847887329084197,Software- & Systementwicklung,5.005
1266526,"Master your Decision-Making, and Critical Thinking Skills !",5187,1203,5.0,25960.94,4.41,13919.203583036053,0.8651167680053004,Software- & Systementwicklung,5.005000963948332
1309804,Understanding Personality Types at Work,5662,1192,5.0,28338.31,4.36,17645.87878889317,0.6059449540046121,Software- & Systementwicklung,5.005
591194,Land Your First Business Analyst Position,6012,1174,5.15,30949.78,4.44,15482.484239971898,0.9990189894781495,Software- & Systementwicklung,5.148000665335995
1790358,Digital Marketing Automation: Save Time and Get More Done,85960,1168,5.0,430229.8,4.16,174087.5752013652,1.47134121721414,Fertigungstechnik,5.005
260066,Banking Credit Analysis Process (for Bankers),5691,1166,5.58,31738.71,4.46,17214.31533055517,0.843739317570431,Software- & Systementwicklung,5.577000527148129
1070642,Fire Starter Sessions Video Workshop with Danielle LaPorte,10064,1148,5.0,50370.32,4.76,29062.63923331444,0.733163997792073,Software- & Systementwicklung,5.005
656720,Scrum Master Training : Case Studies and Confessions,59838,1139,5.0,299489.19,4.31,197772.8078508197,0.5143092382341313,Big Data & KI,5.005
1389870,"Accelerate Innovation & Creativity, a Research based Guide !",3582,1142,5.0,17927.91,4.26,9983.062879623169,0.7958326233318012,Software- & Systementwicklung,5.005
850598,Primavera P6 Advanced Training,4100,1136,5.0,20520.5,4.19,12336.457699960574,0.6634029394082533,Big Data & KI,5.005
1495884,Six Sigma Green Belt Masterclass (includes a GB Case Study),5921,1144,5.0,29634.6,4.61,12203.88351426312,1.4282925976280394,Qualitätssicherung,5.004999155548049
972044,"Mergers & Acquisitions - M&A, Valuation & Selling a Company",5375,1133,5.0,26901.88,4.48,14808.34454335461,0.8166703186327796,Software- & Systementwicklung,5.005000930232558
1129858,Assert Yourself - Master the benefits of assertive behaviour,4773,1127,5.0,23888.86,3.94,12996.932039483809,0.838038386861395,Software- & Systementwicklung,5.004998952440813
1311400,CPA Marketing Mastery & Innovation,24993,1119,5.0,125089.96,4.11,55480.6960400383,1.2546573660454323,Innovationsmanagement,5.004999799943985
1493516,Crypto Trading 101: Buy Sell Trade Cryptocurrency for Profit,24952,1118,5.0,124884.76,4.61,56658.05936190838,1.2041835072798295,Software- & Systementwicklung,5.005
2326502,People Analytics 101 : HR Analytics Fundamentals,3676,1110,5.0,18398.38,4.06,7602.2605526047555,1.4201196305612258,Big Data & KI,5.005
672842,Reverse Engineer Riveting Fiction & Write Best Selling Books,5722,1103,5.0,28638.61,4.35,15287.69424786691,0.8733112747853354,Software- & Systementwicklung,5.005
1924560,"Blockchain applications in Food Safety, Healthcare & Pharma",2855,1100,5.0,14289.28,4.37,5954.603224198355,1.3997031308368513,Gesundheit & Medizin,5.005001751313485
1332152,3-Step Writing System: Blogging & Writing Secrets [2020],7327,1091,5.0,36671.64,4.19,24387.29373534587,0.5037191251298926,Software- & Systementwicklung,5.005000682407534
567564,Kanban: Productivity & Efficiency for Agile Lean Project,35258,1086,5.08,179181.16,3.94,91713.07202474096,0.9537145146731453,Fertigungstechnik,5.08200011344943
1454888,Your Guide to the Pharmaceutical Industry,2943,1085,5.15,15150.56,4.41,8691.109968574241,0.7432249798681834,Gesundheit & Medizin,5.147998640842677
